label,notes
suspended-fourth,16384245
dominant,20505459
major,16404449
suspended-fourth,16384245
dominant,20505459
major,16404449
suspended-fourth,16384245
major,16404447
major,23475256
dominant,28404750
major,23475256
major,16404447
suspended-fourth,162845505457
major,1640444752
major,234752
minor,1628313540
minor,1628313540
minor,28434752
major,28444752
minor,28434752
major,28444752
minor,28434752
minor,1628313540
minor,313540
minor,313540
minor,313540
major,2032354047
minor,2638434752
dominant,1628343844
major-ninth,1639424447
minor-seventh,2840434750
minor,28434752
minor,26475255
half-diminished,1638434650
dominant,2838444856
major-ninth,2840444751
minor-seventh,2838475055
minor-seventh,26434750
half-diminished,16343843
dominant,16434448
dominant,20404750
dominant,16384446
major-ninth,1642444751
minor-seventh,31353843
minor-seventh,2843475055
minor,2843475055
major-ninth,16353944
dominant-13th,2838414449
major-ninth,28424451
dominant,283841444850
minor-ninth,1638424347
dominant-13th,2838464950
major-13th,28424449
major,3240475154
minor-seventh,263543475252
dominant,2844485053
dominant,2844485052
major-13th,163237394246
major-seventh,162835394044
major-seventh,183035394044
major-seventh,162835394044
half-diminished,1634384043
dominant,2838444852
major-ninth,162838424446
minor-seventh,162838404345
dominant,162832363840
major-seventh,28394044
minor-seventh,283840434750
minor-11th,283542435057
minor-seventh,2838424347
minor-11th,283542435057
dominant-13th,283842444852
major-seventh,2840445152
suspended-fourth,2840455054
major,2638444750
major-seventh,324446495154
suspended-fourth,2840454750
dominant-13th,2838424449
suspended-fourth,2840454750
minor-ninth,162330313845
dominant-13th,283842444852
dominant-ninth,162835384246
minor-seventh,283542435057
dominant-13th,283842444852
minor-seventh,2838434752
dominant-13th,283845475052
minor-seventh,283847505255
minor-seventh,283542435057
dominant-13th,283850545661
major-seventh,183049
major-seventh,20323940444751
major-seventh,183049
major-seventh,20323940444751
major-seventh,183035394044
dominant-13th,21334752
dominant,1931363843
half-diminished,1634384043
dominant,2838444852
major-seventh,353944
minor-seventh,284245
minor-seventh,33434752
major-seventh,28353944
minor-seventh,28353843
minor-seventh,28353843
major-seventh,28353944
dominant-13th,26323744
major-seventh,324752
dominant-ninth,284244
minor-ninth,28384247
dominant-13th,26323742
dominant-ninth,28384247
minor-seventh,16353843
dominant,284144
minor-seventh,16353843
dominant,28414449
major-ninth,162340
minor-seventh,2328303135
minor-seventh,212845
major-ninth,28475156
dominant,16424447
suspended-fourth,26303340
dominant-ninth,28303240
minor-seventh,283555
dominant-ninth,28323742
suspended-fourth,28384247
diminished,28374043
minor-ninth,1623353843
minor-seventh,16343845
dominant,2838414452
minor-seventh,28353843
minor-seventh,28353843
minor-seventh,28353944
dominant-13th,2838444956
suspended-fourth,2838424547
major-seventh,353944
minor-ninth,284245
minor-seventh,33434752
major-seventh,28353944
minor-seventh,28353843
minor-seventh,28353843
major-seventh,28353944
dominant-13th,26323744
dominant-13th,2626323742
dominant,28384247
dominant-13th,2838444956
major-seventh,2327283235
major-seventh,2832353947
minor-seventh,38404347
dominant,38404447
minor-ninth,40424347
dominant,35384044
diminished-seventh,28343743
minor-seventh,28353843
dominant,32384147
half-diminished,28343843
dominant,2838414450
major-seventh,285664
minor-seventh,2838404347
minor-seventh,263135
dominant-ninth,28414446
half-diminished,28465055
minor-seventh,285457
dominant-13th,324649
half-diminished,294548
minor-ninth,2838475055
dominant,28414650
minor-seventh,2838434750
dominant,28384147
minor-seventh,26454954
half-diminished,283855
dominant-ninth,28384246
diminished-seventh,28343743
dominant,1626323540
dominant,28384446
dominant-13th,284452
minor-seventh,26424347
minor-ninth,28424347
minor,26424347
minor-seventh,35424550
half-diminished,37434652
minor-seventh,2838404347
minor-seventh,3040424448
minor-seventh,28384246
minor-ninth,28384247
dominant,28384246
dominant,28384247
diminished-seventh,28343743
minor-seventh,28384043
dominant,28384044
dominant-ninth,28384245
minor-seventh,28384246
major-seventh,2839424447
major-seventh,28354451
major-seventh,1628323539
minor,2335495155
minor-seventh,1628384347
major-seventh,1628323539
major-sixth,16283237
major,28354044
major,28354044
major-seventh,35424651
major,2839444449
minor-seventh,2131404347
dominant-13th,2838444954
major,28394247
minor-seventh,2838475057
dominant-13th,2838444954
suspended-fourth,28424452
dominant,20293538
minor-seventh,2835384043
major,28354044
dominant-ninth,2838545661
major-ninth,2839424449
diminished-seventh,28384346
minor-seventh,2838475255
minor-seventh,28384043
dominant-ninth,2838404449
diminished-seventh,28374648
minor,2835384043
diminished-seventh,2848525558
minor-seventh,2838475255
minor-seventh,28384043
dominant-13th,2838404449
dominant-ninth,2838424447
minor-seventh,2838404347
dominant,35444450
major,2839404044
major,303740
major,28354044
major-seventh,35424651
major,28353944
major,2839444449
minor-seventh,2131404347
dominant-13th,2838444954
major,28394247
minor-seventh,2838475057
dominant-13th,2838444954
suspended-fourth,2835404552
dominant,2028353538
minor-seventh,284043
major,28354044
dominant-ninth,2838545661
major-seventh,2839424449
diminished-seventh,28384346
minor-seventh,2838475255
minor-seventh,28384043
dominant-13th,2838424449
diminished-seventh,28374648
minor-seventh,2835384043
diminished-seventh,28465258
minor-seventh,2838475255
minor-seventh,28384043
dominant-13th,28384049
dominant,28384447
dominant-ninth,2838444752
dominant,283842454752
dominant,283841465052
major-seventh,283239545963
major-seventh,2835394451
minor-seventh,2838444852
dominant-ninth,2838424448
dominant-ninth,2838444954
dominant,2838465056
minor-seventh,2838545962
suspended-fourth,2838454954
dominant,2838424752
major-seventh,2832353944
major-seventh,28323944
minor-seventh,28313743
dominant,28343843
minor-seventh,1626475055
major,16475256
major,16475256
major,16475256
major-seventh,2847515256
dominant,283844
minor-seventh,283843
minor-seventh,283843
major-seventh,28394244
dominant,28384452
major-seventh,28394447
minor-seventh,28384447
major-seventh,28394447
minor-seventh,28384447
major-seventh,162332
minor-seventh,2835434755
suspended-fourth,16384247
major-seventh,2835404447
suspended-fourth,283538455055
minor-11th,2833384347
dominant,3238424752
dominant,3338434852
major-seventh,283544
dominant-ninth,283235384044
major-seventh,2839404449
dominant-13th,2838424954
dominant-ninth,2838444954
major,3242505459
suspended-fourth,2838485256
dominant,20283540
major,2835384043
dominant,2838475056
minor-11th,2838434549
dominant-ninth,2838545661
major,2334373944
diminished-seventh,28384346
minor-seventh,2838475255
minor-seventh,28384043
dominant-13th,2838424449
diminished-seventh,28374648
minor,2835384043
diminished-seventh,28495258
minor-seventh,2838475255
minor-seventh,28384043
dominant-13th,2838424449
dominant,28384447
major,28444752
dominant,283538
major,284044
dominant,283842444952
major,2839445156
dominant,2838424449
major,283539424447
minor-seventh,283543455054
dominant,283838424447
major,2839475159
dominant,283842444952
major,1632353944
dominant,2838424449
major,283539424447
minor-seventh,2843475054
dominant,212832353740
major,283539424447
minor-seventh,283543455054
dominant,334452565964
major,283947515459
minor-seventh,283543455054
dominant,334044474952
major,283539424447
minor-seventh,283543455054
dominant,212844474952
major,283551545659
minor-seventh,404347505457
dominant,283842444952
dominant,283842444952
major,2839445156
dominant,2838424449
major,283539424447
minor-seventh,283543455054
dominant,283838424447
major,2839475159
dominant,283842444952
major,1632353944
dominant,2838424449
major,283539424447
minor-seventh,2843475054
dominant,212832353740
major,283539424447
minor-seventh,283543455054
dominant,334452565964
major,283947515459
minor-seventh,283543455054
dominant,334044474952
major,283539424447
minor-seventh,283543455054
dominant,212844474952
major,283551545659
minor-seventh,404347505457
dominant,283842444952
minor-seventh,3135374043
minor-seventh,3135384043
dominant,3235384144
major-seventh,3235394244
major-seventh,3235374044
half-diminished,1922262931
dominant,3235384144
minor-seventh,1923262831
diminished-seventh,2831343740
minor-seventh,2831353840
dominant,3335384145
minor-seventh,3135384043
dominant,2629323538
minor-seventh,2831353840
dominant,3033353842
major-seventh,3336394245
dominant-13th,2838444954
dominant-13th,26323742
dominant,28384450
major,28444751
major-seventh,284244
minor-seventh,284043
minor-seventh,28384043
major-seventh,28394244
minor-seventh,28384243
minor-seventh,28353843
minor-seventh,28353843
suspended-fourth,28303338
dominant-ninth,303238
major-seventh,28353944
minor-seventh,28353843
minor,2838404143
major-seventh,284447
minor-seventh,2838475457
major-seventh,28394447
minor-seventh,283842
minor-seventh,28384347
dominant,28384449
minor-seventh,2838475055
suspended-fourth,28505457
major-ninth,28394244
dominant-ninth,2838424450
major-seventh,163644
dominant,28384448
dominant-13th,2838444954
dominant,1626323743
dominant-13th,1626323744
dominant,284450
major,28444751
minor,335559
minor-ninth,16234243
diminished-seventh,28374348
minor-seventh,283843
minor-ninth,283854
dominant,283862
dominant,16285256595962
major,162852565964
major,162840444752
major,1628565964
minor,28434752
minor,404347
minor,162847
major,162852
minor,162852
major,162840444752
minor,1640434752
dominant,28323538
minor,1640434752
diminished,245258
minor,162840
major,162844
minor,253755
major,162849
minor,233559
major,253764
major,162859
major,233567
minor,1640434752
half-diminished,384350
suspended-fourth,295357
dominant,285256
dominant,334047505362
minor,263540434755
minor-seventh,163538
dominant,284044
dominant,263038
suspended-fourth,294145
dominant,284044
suspended-fourth,172933
dominant,284044
suspended-fourth,234245
dominant,284044
major-seventh,333745
half-diminished,384350
suspended-fourth,295357
dominant,285256
dominant,334047505362
minor,263540434755
minor-seventh,163538
dominant,284044
dominant,263038
suspended-fourth,294145
dominant,284044
suspended-fourth,294145
dominant,284044
minor-seventh,284750
dominant,284044
major-seventh,333745
half-diminished,384350
suspended-fourth,295357
dominant,285256
dominant,212835384150
minor,263540434755
minor-seventh,284750
dominant,284044
dominant,263038
suspended-fourth,294145
dominant,284044
suspended-fourth,294145
minor-seventh,284750
dominant,284044
major-seventh,333745
minor-seventh,1631454857
dominant,2842444756
dominant,2841444756
minor-sixth,2837434755
major-seventh,2847515658
augmented-seventh,2844475055
major,2532363841
minor-seventh,2838424347
augmented-seventh,3648505658
minor-seventh,2835384345
major,2835414449
minor,2834384346
major,18212530
major-seventh,2530323539
major,2832363843
suspended-fourth,2835374245
minor-seventh,2835384243
major,384448
minor-seventh,2843475054
minor-seventh,2842475055
major-minor,3140434751
major-seventh,2847515458
minor,3153555862
major,2844485055
major,2232363841
minor-seventh,2838424347
major,324144475052
minor-13th,2837404345
major,2835414449
minor,2834384346
dominant-13th,2840444749
minor,26343843
major-seventh,2835394244
minor,2831344043
dominant-11th,2833354044
major,2832363843
major,2836394044
minor-seventh,28353843
minor,35384243
major,2834384448
minor-13th,2326313742
suspended-fourth,33353840
minor,2843465054
major-seventh,284751545658
major-seventh,2840444751
major,24323641
minor-13th,283740424347
major-seventh,2844515858
dominant,283844505555
dominant,1739444848
minor-seventh,2838434545
major-seventh,28394646
dominant,283844505555
minor-seventh,1631384545
dominant,2832384848
minor-seventh,2843505454
minor-seventh,2843505555
major-seventh,28354244515858
dominant,28384344485555
dominant,1739444848
minor-seventh,28313538424545
major-seventh,28323539404446
dominant,263236404343
minor-seventh,28313538424545
dominant,283238434848
minor-seventh,28354347505454
minor-seventh,28354243505555
major-seventh,28354244515858
dominant,28384344485555
minor-seventh,28313538424545
dominant-13th,2838414449
dominant-ninth,2838424446
dominant-ninth,283542454952
dominant-13th,2838444954
minor-seventh,30404550
minor-ninth,2831384247
major-ninth,32394247
suspended-fourth,2838454954
minor-seventh,28363843
minor-seventh,2838475055
major-seventh,2839475156
dominant-13th,2838444956
dominant,283847505555
dominant-13th,2838444956
minor-seventh,2838475055
minor-seventh,2838475055
dominant-13th,283843
minor-seventh,28384346
dominant-13th,2838414449
dominant-13th,2838414449
minor-seventh,162840
dominant-ninth,2838424446
dominant-ninth,2842454952
suspended-fourth,28385458
major-seventh,28353944
dominant,2838414450
dominant,2838444855
minor-seventh,28384043
minor-seventh,28384043
minor-seventh,28384043
dominant,2838414447
minor-seventh,28353843
major-seventh,28353944
major-seventh,28353944
suspended-fourth,28475055
major-seventh,28353944
minor-ninth,28343843
minor-seventh,28353843
major,2838444956
major,283235
major-sixth,28374447
dominant,28384447
minor,16233139
dominant,283844
diminished-seventh,28374346
dominant,23263341
dominant,283844
minor-seventh,28313850
diminished-seventh,28313748
minor-seventh,28313845
minor-seventh,384347
dominant,262832
dominant,21323740
dominant,283840424448
major-sixth,16353740
minor,353840
minor,353840
major,234447
minor,313540
minor,313540
major,323540
major,202835
major,324247
minor,283135
dominant-ninth,32384246
half-diminished,34404350
major,283235
dominant,28384448
minor,283139
dominant,283844
diminished-seventh,28374346
dominant,23263341
dominant,283844
minor-seventh,28384350
diminished-seventh,28374348
minor-seventh,28313845
dominant-ninth,28384246
minor-seventh,384347
dominant,35384147
major-sixth,2835444952
dominant-13th,2838424649
dominant-13th,2838424649
dominant-ninth,2838424449
dominant-13th,283237
minor-seventh,28313540
dominant,25353944
major-seventh,28353944
minor-seventh,28353843
major,30354044
major,26323740
half-diminished,28505558
minor-sixth,28505559
minor-seventh,16434750
dominant-13th,2838444954
dominant-13th,26323740
minor-ninth,28384245
half-diminished,28343743
minor-seventh,31353843
major-seventh,28353944
dominant,284144
minor-seventh,28353843
dominant,28353944
major-seventh,2839444751
dominant,26354044
major-seventh,28353944
dominant,284144
major-seventh,16273539
major-seventh,16323540
dominant-ninth,303235
dominant,2838414449
minor-seventh,31353843
minor-seventh,28353844
half-diminished,28343743
half-diminished,28343743
minor-seventh,28353643
minor-seventh,28343743
half-diminished,28343743
minor-seventh,2835384043
suspended-fourth,2838424547
minor-seventh,28384043
half-diminished,28374043
minor-seventh,28343843
major-seventh,29353944
dominant-ninth,32384247
dominant-ninth,32384247
minor-ninth,16424350
dominant-13th,2338495356
dominant,2838475256
dominant,28293236
dominant-ninth,28384246
dominant,2839475156
major-seventh,28353944
minor-seventh,28353843
minor-seventh,28343843
minor-seventh,28343843
minor-seventh,28384346
minor-sixth,28374347
minor-seventh,40555962
minor-seventh,40525560
half-diminished,384346
minor-seventh,405457
diminished,384853
minor-seventh,40505255
major-seventh,28596368
dominant-13th,2856616568
minor-seventh,28555967
dominant,40404446
major-seventh,28353944
dominant-ninth,28354244
major-seventh,28475156
major-seventh,26333742
dominant-ninth,28354244
major-seventh,16353944
dominant,323842
major,303740
dominant,323842
major,303740
dominant,373942
major,374447
dominant,323842
dominant,243234
dominant,303640
dominant,343842
major,303539
dominant,343842
major,303539
dominant,293337
major,333742
dominant,323842
dominant,242934
dominant,313741
major-seventh,20272835
major-seventh,20272837
major-seventh,21272835
major-seventh,21272835
minor-seventh,28343845
dominant,26323540
minor-seventh,19262833
dominant,26323540
minor-seventh,25283034
dominant,35404650
dominant,30373844
major,23303239
dominant,38444752
major,23303140
dominant,23272835
major,27323542
dominant,26323540
dominant,29354043
dominant,27333841
major-seventh,2839424447
dominant,2832384246
minor-seventh,28333840
dominant,1632363842
minor-seventh,2838424347
minor-seventh,283338424752
dominant,28424450
minor-seventh,283542435055
dominant,2832384149
minor-seventh,283842434652
dominant,283238414852
minor-seventh,162330313843
minor-seventh,28313842
dominant,283842444952
minor-seventh,28313842
dominant,2838424447
minor-seventh,283542435055
dominant,2833384249
major-seventh,2839424447
dominant,2832384246
minor-seventh,28333840
dominant,1632363842
minor-seventh,2838424347
minor-seventh,283138424752
dominant,28384450
minor-seventh,283542435055
minor-seventh,283542435057
minor-seventh,283542435057
dominant,283238414853
minor-seventh,162330313843
dominant,2838424449
minor-seventh,28384243
dominant,283844495459
dominant,354249505762
dominant,1626323742
dominant,354249505762
dominant,1626323742
minor-seventh,283542435055
dominant,283238424649
major-seventh,283237424752
major-seventh,232735
major-seventh,28355159
suspended-fourth,28425059
dominant-ninth,1632384246
major-seventh,16373944
diminished-seventh,31384258
dominant,323650
minor-ninth,31384259
dominant,26323650
dominant,28323843475057
minor-seventh,285059
minor-seventh,16234250
major-seventh,162339
major-seventh,16234756
minor-seventh,28354347
minor,2635404755
dominant,2030353947
dominant,28384549
major-seventh,1632373944
dominant-ninth,34384249
major-seventh,283544495156
dominant,2838444649
minor-seventh,283843475055
diminished,2837434655
minor-seventh,28384354
dominant,28333842
major-seventh,283542445152
suspended-fourth,28333845
dominant,2832384447
major-seventh,283944
minor,283135384749
dominant,28505659
major-seventh,28324249
dominant,28444950
major,20304247
minor-seventh,283538435462
minor-seventh,353947
dominant-ninth,28384552
dominant-ninth,28384247
major-seventh,2839445156
major-sixth,2837444956
dominant,28384956
dominant,243644
major-sixth,304249
major-seventh,273944
minor,284347
major-seventh,283044
dominant,2844505360
dominant-13th,2838444954
suspended-fourth,28333845
dominant,283247
major-seventh,2027353940
major-seventh,28353944
minor-seventh,28353843
minor-seventh,28353843
major-seventh,28353944
minor-seventh,353840434557
suspended-fourth,283335384254
dominant,283235384456
major,28525964
dominant,323640
dominant-ninth,323842
major,204247
major,243644
minor-ninth,284243
minor-11th,284346
dominant,29384952
dominant,32364044
major-seventh,28475158
minor-seventh,285055
minor-ninth,2126354245
dominant-ninth,2832425052
dominant,26323840
dominant,32384852
suspended-fourth,283335384956
major-sixth,3235374249
diminished,2831343743
major-seventh,2327283235
dominant,323640
minor,31354043
suspended-fourth,33384044
dominant-ninth,26323538
major,20303544
dominant-ninth,2838424952
dominant,28495054
major-seventh,16444752
dominant,323840
suspended-fourth,28333540
major-seventh,27283544
minor-sixth,31384249
dominant,26333747
major-seventh,3539404449
dominant-ninth,26323740
dominant,32394047
major-seventh,3032394456
minor-sixth,313538424961
dominant,263032374759
major-sixth,323739424961
dominant-ninth,3842444958
dominant,3337384259
dominant,26323754
minor,2631354750
dominant,3238425459
major-sixth,2832354752
dominant-ninth,3235384254
major-seventh,2728323552
major-seventh,394044475158
dominant-ninth,3840444954
dominant,2328323843
minor-ninth,2835404243
dominant,28404756
major-seventh,353940444958
dominant,353840444956
suspended-fourth,28354045
dominant-ninth,26323740
dominant,3238424852
suspended-fourth,2833384756
dominant,28323648
major-sixth,3537425461
diminished,2834374349
minor,28313543
dominant,2326323540
minor-seventh,28354243
minor-seventh,26354043
dominant,293438
minor-seventh,26313540
minor-seventh,28314350
suspended-fourth,26283340
minor-seventh,263135
dominant,323844
minor-seventh,2943475054
minor,283135384254
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
minor-11th,4045505559
major,284447
dominant-ninth,284246
dominant,283844
major,284447
major,284447
dominant-ninth,284246
dominant,283844
dominant,284044
minor-seventh,284346
major-seventh,284044
major,323539
minor-seventh,284750
major,324751
minor-seventh,28434750
minor-ninth,284243
minor-seventh,28384350
dominant,32354153
major,283559
dominant,28424447
major,28373942
dominant,284044
half-diminished,284346
major,284044
major,323539
minor-seventh,284750
minor-seventh,28434750
major,354044
minor-ninth,284243
major,284447
dominant-ninth,284246
dominant,283844
major,284447
major,284447
dominant-ninth,284246
dominant,283844
major-seventh,283544475156
suspended-fourth,2326333744
dominant-13th,26374247
major-seventh,28424449
dominant-13th,28444950
minor-seventh,28435055
minor-ninth,1623384250
dominant,28444852
dominant,2838414447
major-seventh,2839475156
dominant-13th,2838454956
dominant,2838475255
major-sixth,28394449
dominant-ninth,35455059
dominant-13th,263242
dominant-ninth,28384245
major-seventh,32353940
major-seventh,3034393942
suspended-fourth,283842454952
dominant-ninth,32525964
major-seventh,394044445158
major-sixth,39424954
minor-seventh,2838434755
minor-ninth,28354243
major-seventh,3940445158
dominant,2838434755
dominant,28384446
dominant-ninth,2838444852
major-seventh,1623515661
major,35404447
minor-seventh,28354243
half-diminished,283843
minor-seventh,28353843
minor-seventh,284352
minor-seventh,16234550
dominant,2838444952
dominant,16333842
major-ninth,2839495459
minor-seventh,28353843
diminished-seventh,28343743
minor-seventh,26313540
diminished-seventh,28343743
minor-seventh,28353843
minor-ninth,31384247
diminished-seventh,28343743
minor-seventh,31384247
diminished-seventh,28343743
diminished-seventh,28343743
major-seventh,28353944
half-diminished,2834374043
minor-seventh,28353843
diminished-seventh,28343743
diminished-seventh,28343743
minor-seventh,28353843
major-seventh,28353944
diminished-seventh,28343843
minor-seventh,28353843
minor-ninth,31384247
dominant,353844
dominant,26323541
major-seventh,28363944
diminished-seventh,28343743
minor-seventh,28353843
minor-seventh,28353843
minor-seventh,28353843
dominant,28353844
minor-seventh,37434752
minor-ninth,28384247
minor-ninth,31384247
minor-seventh,1626353843
dominant,2841444753
minor-seventh,163538
minor-seventh,163538
dominant,28414450
major,25323540
minor-seventh,28353843
minor-ninth,31384247
diminished-seventh,28343743
diminished-seventh,19252834
major-seventh,28353944
diminished-seventh,28384346
suspended-fourth,1626303340
dominant,303240
half-diminished,2838434652
dominant,2838414448
dominant,293235
minor-seventh,2838434754
minor-seventh,2838434750
minor-seventh,2840475055
dominant,2840475056
major-sixth,375764
minor-sixth,375564
major-sixth,375664
major,375564
half-diminished,283334384546
dominant,3238434448
minor-ninth,3031354042
dominant,313236384448
major-seventh,353940444951
minor-ninth,303135
dominant,32363843
major-seventh,35394047
minor-seventh,2833384347
minor-seventh,2833384347
major-ninth,3240424751
minor-sixth,283537384347
major-seventh,32394047
minor-ninth,263031353845
dominant-13th,263032374249
dominant-ninth,283540424752545659
minor-seventh,2838434759
minor-seventh,2838434758
minor-seventh,2838434757
minor-seventh,2838505458
minor-seventh,2838475055
dominant,1626343844
major-seventh,1627353944
dominant,2838414450
major-seventh,2839404451
minor-seventh,2838434755
minor-seventh,28384449
minor-seventh,28384350
minor-seventh,28384348
dominant,32424851
half-diminished,28384346
dominant-ninth,28384245
dominant,28384244
dominant-ninth,2838404244
minor,2838424347
dominant-ninth,2838424549
minor-seventh,2838434754
dominant,2838444855
minor-seventh,2838434755
dominant,2838444756
minor-seventh,2838434757
dominant,2838424550
major-seventh,253235
minor-seventh,284650
dominant,2838414448
dominant,284147
minor-seventh,283852
dominant-13th,32384350
major-seventh,28475156
major-seventh,27353944
minor-seventh,28384247
dominant,28444854
dominant,2839414447
dominant,2535394449
dominant,2838444855
dominant,232833
dominant,33414450
minor-seventh,28353843
suspended-fourth,232833
dominant,283844
dominant,21293238
major-seventh,28353944
dominant,28333845
dominant,28333845
suspended-fourth,232833
dominant,283844
major-seventh,28323945
half-diminished,28343843
dominant,28384447
dominant,232833
dominant,334050
minor-seventh,28353943
minor-seventh,283140
dominant,28353844
dominant,21293238
major-seventh,28353944
dominant,28333845
dominant,28333845
suspended-fourth,232833
dominant,283844
major-seventh,28323945
half-diminished,28343843
dominant,28384447
dominant,232833
dominant,21283238
minor-seventh,28353843
suspended-fourth,232833
dominant,283844
dominant,21293238
major-seventh,28353944
dominant,28333845
dominant,28333845
suspended-fourth,232833
dominant,283844
major-seventh,28323945
major-ninth,23273440
major-ninth,32353942
minor-seventh,33353855
major-seventh,32355859
major-seventh,323544
minor-seventh,26313555
minor-seventh,313335386971
minor-seventh,2628313559
major-seventh,374266
major,32384164
major,32384353
dominant,32365255
major-seventh,32353959
dominant-ninth,323744
major-seventh,3537404259
major-seventh,3032353951
major,323840
major,36384350
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major-seventh,284451
major-sixth,233237
major-seventh,284451
major-sixth,233237
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major-seventh,285156
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major-seventh,284451
major-sixth,233237
major-seventh,284451
major-sixth,233237
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major-seventh,285156
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major-seventh,284451
major-sixth,233237
major-seventh,284451
major-sixth,233237
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
minor,343843
dominant,323840
minor-seventh,285059
diminished,315258
minor,315255
diminished,315255
minor-seventh,285057
minor-sixth,284351
minor-seventh,284350
dominant,283844
minor-seventh,284350
dominant,283844
major,284452
minor-seventh,28313850
dominant,28384456
minor-seventh,28313850
dominant,28384456
major,283252
major-ninth,32394247
minor-seventh,28353843
major-seventh,28353944
minor-seventh,28353843
major-ninth,32394247
major,25323540
major,283845
major-seventh,284452
dominant,23283238
major-seventh,28353944
major-ninth,27394247
major-seventh,40475156
half-diminished,2837404346
diminished,40465055
major,37444752
dominant-ninth,284246
major,33444752
major,32475256
minor-seventh,28353843
major-seventh,28353944
minor-seventh,28475055
half-diminished,2834374043
minor-seventh,28353843
dominant-ninth,38424752
major-ninth,32394247
dominant-ninth,28384246
dominant,28384147
major-sixth,28495459
major-seventh,233544
suspended-fourth,28424550
minor-seventh,28353843
major-ninth,32394247
major,25303540
dominant,28384450
suspended-fourth,16343845
dominant,28444855
major-seventh,35475056
half-diminished,4046495255
diminished,40465055
major,37444752
minor-ninth,28384346
major,33444752
major,354044
half-diminished,32363944
minor-seventh,353843
half-diminished,3134374043
minor-seventh,28353843
dominant,16384247
suspended-fourth,2838424547
dominant,1638414447
major-seventh,28475156
minor-seventh,30313540
minor-seventh,28475055
major-seventh,353944
major-ninth,32424752
minor-seventh,28384350
half-diminished,28525561
minor-seventh,2843475055
dominant-ninth,2838555962
suspended-fourth,28455056
minor-seventh,16475055
suspended-fourth,2838475057
dominant,2838475458
major-minor,283844485257
minor-seventh,1628515559
major-minor,3132363943
dominant,4041444752
minor-ninth,283841434750
suspended-fourth,2838475057
minor-seventh,28353843
suspended-fourth,26333742
minor-seventh,28384346
minor-seventh,28384347
major-seventh,163944
suspended-fourth,273753
major-seventh,394447
minor-seventh,28374346
major-sixth,2837444956
minor-seventh,2836485055
dominant,2838505458
major,32485456
major-seventh,285156
dominant,2838424547
half-diminished,2737485357
minor-seventh,28465055
dominant,28535659
minor-seventh,31384247
dominant,2838424449
dominant,3241475055
minor-seventh,263031
minor-seventh,40475055
dominant,2838444952
minor-seventh,28475055
dominant,28414450
minor-seventh,28353842
dominant,2226323640
minor-seventh,40495255
dominant,2837424752
minor-seventh,2838465057
dominant,2838414448
half-diminished,284650
dominant,28323843485255
minor,35515559
dominant,2838434450
minor,4042434752
minor,394243475255
minor,3842434752
minor,37424752
dominant,2838424448
dominant,2838424449
minor-seventh,3343475052
dominant,283849535659
major-seventh,28394247
half-diminished,28343743
minor-seventh,31364347
dominant,32475259
dominant,38485256
major,20515256
major-seventh,28596368
minor-seventh,2845475055
half-diminished,28464955
minor-seventh,2838475055
dominant,26323741
minor-seventh,31384247
dominant,34404449
dominant,35455055
minor-seventh,2835435055
dominant,16233238424649
minor-seventh,28353843
dominant,283844475053
dominant,2838424450
half-diminished,374346
major,2844475256
major,233240444752
minor-seventh,162331354043
dominant,233240445052
major,2847525659
major,2352565964
major,2347525659
major,2847525659
major,2352565964
major,2347525659
major,2040444752
minor-seventh,1631354043
dominant,28354452
dominant,28354452
major,2856596468
major,233252565964
minor-seventh,162343475255
dominant,233252566264
major,2859646871
major,2364687176
major,2359646871
major,2847525659
major,2352565964
major,2347525659
major,2040444752
minor-seventh,1631354043
minor,2843475255
major,3244475256
major,2734394346
dominant-ninth,2835384247
dominant,202835
dominant,16444752
dominant,16444752
major,2856596468
major,233252565964
minor-seventh,162343475255
dominant,233252566264
major,2859646871
major,2364687176
major,2359646871
major,2847525659
major,2352565964
major,2347525659
major,2040444752
minor-seventh,1631354043
minor,2843475255
major,3244475256
major,2734394346
dominant-ninth,2835384247
major,253340
minor-seventh,28353843
minor-seventh,28353843
major-seventh,28353944
minor-seventh,28353843
minor-seventh,28353843
dominant,2838384247
minor-seventh,28353843
dominant-13th,2838444956
dominant,2838444957
major-seventh,2847515658
minor-seventh,28343843
dominant,1626293235
half-diminished,2834374043
half-diminished,2834374043
minor-seventh,2838434754
dominant-13th,2838444956
dominant-13th,2838444957
minor-seventh,28434750
dominant,2838414450
minor-seventh,16384247
half-diminished,2834374043
minor-seventh,28353843
minor-seventh,28353843
major-seventh,28353944
half-diminished,28343843
dominant-ninth,28374246
minor-seventh,16384247
half-diminished,2834374043
